,key,stock,sold_out_date,sol_out_pred,date_sold_out_date,date_sold_out_pred,days_differ,correct_differ
7129,21214 152,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7130,21216 44,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
7131,21217 L,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
7132,21218 2XL,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
7133,21218 L,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
7134,21218 S,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
7135,21218 XL,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7136,21220 42,2.0,2018-01-10,2018-01-17,2018-01-10,2018-01-17,-7 days +00:00:00.000000000,7
7137,21224 40,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7138,21224 41,2.0,2018-01-04,2018-01-17,2018-01-04,2018-01-17,-13 days +00:00:00.000000000,13
7139,21224 42,5.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7140,21224 43,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
7141,21224 44,10.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7142,21224 45,4.0,2018-01-31,2018-01-28,2018-01-31,2018-01-28,3 days 00:00:00.000000000,3
7143,21224 46,2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
7144,21224 47,2.0,2018-01-11,2018-01-17,2018-01-11,2018-01-17,-6 days +00:00:00.000000000,6
7145,21225 2 ( 37-39 ),1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
7146,21227 2XL,6.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
7147,21227 L,3.0,2018-01-02,2018-01-23,2018-01-02,2018-01-23,-21 days +00:00:00.000000000,21
7148,21227 M,19.0,2018-01-14,2018-01-22,2018-01-14,2018-01-22,-8 days +00:00:00.000000000,8
7149,21227 S,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
7150,21227 XL,19.0,2018-01-17,2018-01-22,2018-01-17,2018-01-22,-5 days +00:00:00.000000000,5
7151,21230 S,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
7152,21234 39,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7153,21234 40,3.0,2018-01-30,2018-01-23,2018-01-30,2018-01-23,7 days 00:00:00.000000000,7
7154,21234 42,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7155,21234 44,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7156,21234 46,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7157,21248 42,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7158,21248 43,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
7159,21248 44,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7160,21248 45,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
7161,21252 46,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7162,21257 41 1/3,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7163,21257 43 1/3,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7164,21257 44,2.0,2018-01-19,2018-01-17,2018-01-19,2018-01-17,2 days 00:00:00.000000000,2
7165,21257 45 1/3,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7166,21257 47 1/3,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7167,21263 2XL,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
7168,21263 M,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7169,21264 39,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
7170,21264 41,2.0,2018-01-28,2018-01-17,2018-01-28,2018-01-17,11 days 00:00:00.000000000,11
7171,21264 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7172,21264 43,2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
7173,21264 44,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7174,21264 45,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
7175,21265 41,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
7176,21265 42,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
7177,21265 44,3.0,2018-01-31,2018-01-23,2018-01-31,2018-01-23,8 days 00:00:00.000000000,8
7178,21265 45,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
7179,21265 46,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7180,21266 M,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7181,21266 XL,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
7182,21270 2XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7183,21270 L,6.0,2018-01-06,2018-01-22,2018-01-06,2018-01-22,-16 days +00:00:00.000000000,16
7184,21270 M,9.0,2018-01-05,2018-01-22,2018-01-05,2018-01-22,-17 days +00:00:00.000000000,17
7185,21270 S,16.0,2018-01-21,2018-01-22,2018-01-21,2018-01-22,-1 days +00:00:00.000000000,1
7186,21270 XL,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7187,21275 L,2.0,2018-01-27,2018-01-17,2018-01-27,2018-01-17,10 days 00:00:00.000000000,10
7188,21275 XL,1.0,2018-01-27,2018-01-10,2018-01-27,2018-01-10,17 days 00:00:00.000000000,17
7189,21281 M,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
7190,21282 L,33.0,2018-01-21,2018-01-22,2018-01-21,2018-01-22,-1 days +00:00:00.000000000,1
7191,21282 M,11.0,2018-01-07,2018-01-22,2018-01-07,2018-01-22,-15 days +00:00:00.000000000,15
7192,21282 S,27.0,2018-01-25,2018-01-22,2018-01-25,2018-01-22,3 days 00:00:00.000000000,3
7193,21282 XL,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
7194,21282 XS,4.0,2018-01-23,2018-01-28,2018-01-23,2018-01-28,-5 days +00:00:00.000000000,5
7195,21284 L,8.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7196,21284 M,7.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
7197,21284 S,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
7198,21288 S,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7199,21289 140,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7200,21289 152,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7201,21289 164,1.0,2018-01-27,2018-01-10,2018-01-27,2018-01-10,17 days 00:00:00.000000000,17
7202,21291 L ( 42-46 ),28.0,2018-01-28,2018-01-22,2018-01-28,2018-01-22,6 days 00:00:00.000000000,6
7203,21291 S ( 34-38 ),30.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7204,21299 42,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
7205,21307 M,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7206,21308 39,2.0,2018-01-25,2018-01-17,2018-01-25,2018-01-17,8 days 00:00:00.000000000,8
7207,21308 40,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7208,21308 41,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7209,21308 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7210,21308 43,2.0,2018-01-14,2018-01-17,2018-01-14,2018-01-17,-3 days +00:00:00.000000000,3
7211,21308 44,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
7212,21308 45,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7213,21308 46,3.0,2018-01-29,2018-01-23,2018-01-29,2018-01-23,6 days 00:00:00.000000000,6
7214,21308 47,2.0,2018-01-13,2018-01-17,2018-01-13,2018-01-17,-4 days +00:00:00.000000000,4
7215,21313 M,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7216,21317 L,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7217,21317 M,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7218,21317 XL,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7219,21326 L,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7220,21332 39,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7221,21337 2XL,5.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
7222,21337 L,34.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
7223,21337 M,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7224,21337 S,8.0,2018-01-25,2018-01-22,2018-01-25,2018-01-22,3 days 00:00:00.000000000,3
7225,21337 XL,5.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
7226,21339 L ( 152-158 ),1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
7227,21339 XL ( 158-170 ),1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
7228,21352 41,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
7229,21353 128,3.0,2018-01-24,2018-01-23,2018-01-24,2018-01-23,1 days 00:00:00.000000000,1
7230,21353 140,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7231,21353 152,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7232,21353 164,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7233,21357 41,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7234,21357 43,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
7235,21362 L,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7236,21362 M,2.0,2018-01-24,2018-01-17,2018-01-24,2018-01-17,7 days 00:00:00.000000000,7
7237,21364 XL ( 158-170 ),1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7238,21370 35,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7239,21372 2XL,9.0,2018-01-18,2018-01-22,2018-01-18,2018-01-22,-4 days +00:00:00.000000000,4
7240,21372 3XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7241,21372 L,3.0,2018-01-09,2018-01-23,2018-01-09,2018-01-23,-14 days +00:00:00.000000000,14
7242,21372 M,16.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
7243,21372 S,12.0,2018-01-28,2018-01-22,2018-01-28,2018-01-22,6 days 00:00:00.000000000,6
7244,21372 XL,19.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
7245,21377 41,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7246,21377 43,2.0,2018-01-17,2018-01-17,2018-01-17,2018-01-17,0 days 00:00:00.000000000,0
7247,21377 44,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7248,21378 3 ( 39-42 ),1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
7249,21378 4 ( 43-46 ),6.0,2018-01-19,2018-01-22,2018-01-19,2018-01-22,-3 days +00:00:00.000000000,3
7250,21378 5 ( 47-49 ),1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
7251,21381 44,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7252,21387 2XL,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
7253,21387 L,9.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
7254,21387 M,3.0,2018-01-31,2018-01-23,2018-01-31,2018-01-23,8 days 00:00:00.000000000,8
7255,21387 S,5.0,2018-01-21,2018-01-22,2018-01-21,2018-01-22,-1 days +00:00:00.000000000,1
7256,21387 XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7257,21391 39,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
7258,21391 43,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7259,21391 45,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7260,21391 46,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7261,21391 47,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
7262,21393 XL ( 158-170 ),1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7263,21398 41,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7264,21398 43,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7265,21398 44,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7266,21398 45,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7267,21404 152,2.0,2018-01-03,2018-01-17,2018-01-03,2018-01-17,-14 days +00:00:00.000000000,14
7268,21405 2XL,6.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
7269,21405 L,5.0,2018-01-11,2018-01-22,2018-01-11,2018-01-22,-11 days +00:00:00.000000000,11
7270,21405 M,22.0,2018-01-12,2018-01-22,2018-01-12,2018-01-22,-10 days +00:00:00.000000000,10
7271,21405 S,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7272,21405 XL,14.0,2018-01-14,2018-01-22,2018-01-14,2018-01-22,-8 days +00:00:00.000000000,8
7273,21405 XS,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7274,21415 45 1/3,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7275,21418 44,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
7276,21418 47,2.0,2018-01-26,2018-01-17,2018-01-26,2018-01-17,9 days 00:00:00.000000000,9
7277,21420 L,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7278,21420 M,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7279,21426 L,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
7280,21426 XL,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
7281,21431 M,2.0,2018-01-19,2018-01-17,2018-01-19,2018-01-17,2 days 00:00:00.000000000,2
7282,21432 L,2.0,2018-01-25,2018-01-17,2018-01-25,2018-01-17,8 days 00:00:00.000000000,8
7283,21432 M,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7284,21434 164,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7285,21439 4 ( 43-45 ),5.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7286,21439 5 ( 46-48 ),2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
7287,21444 L ( 152-158 ),1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7288,21444 XL ( 158-170 ),1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
7289,21444 XS ( 116-128 ),1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7290,21445 40 2/3,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7291,21445 42,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7292,21445 43 1/3,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
7293,21445 44,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7294,21445 44 2/3,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7295,21445 45 1/3,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7296,21445 46,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7297,21446 152,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7298,21446 164,4.0,2018-01-09,2018-01-28,2018-01-09,2018-01-28,-19 days +00:00:00.000000000,19
7299,21446 176,3.0,2018-01-03,2018-01-23,2018-01-03,2018-01-23,-20 days +00:00:00.000000000,20
7300,21452 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7301,21452 43,6.0,2018-01-27,2018-01-22,2018-01-27,2018-01-22,5 days 00:00:00.000000000,5
7302,21452 44,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7303,21452 45,3.0,2018-01-31,2018-01-23,2018-01-31,2018-01-23,8 days 00:00:00.000000000,8
7304,21452 46,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
7305,21453 43,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7306,21453 44,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
7307,21453 45,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7308,21453 46,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7309,21465 2XL,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7310,21465 L,2.0,2018-01-09,2018-01-17,2018-01-09,2018-01-17,-8 days +00:00:00.000000000,8
7311,21465 M,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7312,21465 S,2.0,2018-01-17,2018-01-17,2018-01-17,2018-01-17,0 days 00:00:00.000000000,0
7313,21465 XL,3.0,2018-01-23,2018-01-23,2018-01-23,2018-01-23,0 days 00:00:00.000000000,0
7314,21466 M ( 38/40 ),1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7315,21474 L,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
7316,21475 32,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7317,21476 L,4.0,2018-01-30,2018-01-28,2018-01-30,2018-01-28,2 days 00:00:00.000000000,2
7318,21476 M,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7319,21476 S,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
7320,21476 XL,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
7321,21477 2XL,3.0,2018-01-15,2018-01-23,2018-01-15,2018-01-23,-8 days +00:00:00.000000000,8
7322,21477 L,18.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
7323,21477 M,9.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7324,21477 S,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7325,21477 XL,16.0,2018-01-17,2018-01-22,2018-01-17,2018-01-22,-5 days +00:00:00.000000000,5
7326,21486 L,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
7327,21486 M,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7328,21486 S,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
7329,21487 L,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
7330,21487 M,3.0,2018-01-21,2018-01-23,2018-01-21,2018-01-23,-2 days +00:00:00.000000000,2
7331,21487 XL,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
7332,21490 L,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7333,21490 M,16.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
7334,21490 S,4.0,2018-01-23,2018-01-28,2018-01-23,2018-01-28,-5 days +00:00:00.000000000,5
7335,21490 XL,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
7336,21492 39,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7337,21495 S,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7338,21496 L,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7339,21496 M,2.0,2018-01-13,2018-01-17,2018-01-13,2018-01-17,-4 days +00:00:00.000000000,4
7340,21496 XL,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7341,21498 L,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7342,21498 M,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
7343,21500 43/46,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
7344,21517 L,4.0,2018-01-18,2018-01-28,2018-01-18,2018-01-28,-10 days +00:00:00.000000000,10
7345,21531 L,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7346,21531 M,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
7347,21536 44,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7348,21539 2XL,7.0,2018-01-25,2018-01-22,2018-01-25,2018-01-22,3 days 00:00:00.000000000,3
7349,21539 L,3.0,2018-01-03,2018-01-23,2018-01-03,2018-01-23,-20 days +00:00:00.000000000,20
7350,21539 M,69.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
7351,21539 S,7.0,2018-01-17,2018-01-22,2018-01-17,2018-01-22,-5 days +00:00:00.000000000,5
7352,21539 XL,4.0,2018-01-07,2018-01-28,2018-01-07,2018-01-28,-21 days +00:00:00.000000000,21
7353,21541 2XL,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
7354,21541 L,6.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7355,21541 M,9.0,2018-01-21,2018-01-22,2018-01-21,2018-01-22,-1 days +00:00:00.000000000,1
7356,21541 S,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
7357,21541 XL,2.0,2018-01-25,2018-01-17,2018-01-25,2018-01-17,8 days 00:00:00.000000000,8
7358,21542 M,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7359,21547 L,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
7360,21547 M,3.0,2018-01-25,2018-01-23,2018-01-25,2018-01-23,2 days 00:00:00.000000000,2
7361,21549 M,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
7362,21553 2XL,2.0,2018-01-18,2018-01-17,2018-01-18,2018-01-17,1 days 00:00:00.000000000,1
7363,21553 L,10.0,2018-01-19,2018-01-22,2018-01-19,2018-01-22,-3 days +00:00:00.000000000,3
7364,21553 M,10.0,2018-01-19,2018-01-22,2018-01-19,2018-01-22,-3 days +00:00:00.000000000,3
7365,21553 XL,4.0,2018-01-18,2018-01-28,2018-01-18,2018-01-28,-10 days +00:00:00.000000000,10
7366,21554 42,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
7367,21564 L,8.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
7368,21564 M,7.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
7369,21564 S,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
7370,21564 XL,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
7371,21567 35,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
